assist	0,3,6.192333890643384e-05,0.00022180326050792945
assortment	0,1,6.192333890643384e-05,0.00011090163025396473
assume	1,0,0.00012384667781286768,5.5450815126982364e-05
assumption	1,0,0.00012384667781286768,5.5450815126982364e-05
at	57,66,0.0035915536565731625,0.0037152046135078185
atreus	0,1,6.192333890643384e-05,0.00011090163025396473
attendance	2,0,0.0001857700167193015,5.5450815126982364e-05
australia	2,7,0.0001857700167193015,0.0004436065210158589
australiasds	0,1,6.192333890643384e-05,0.00011090163025396473
automatically	1,3,0.00012384667781286768,0.00022180326050792945
availability	0,2,6.192333890643384e-05,0.0001663524453809471
avoid	3,5,0.00024769335562573535,0.0003327048907618942
avoided	1,0,0.00012384667781286768,5.5450815126982364e-05
await	0,2,6.192333890643384e-05,0.0001663524453809471
awaking	0,1,6.192333890643384e-05,0.00011090163025396473
aware	1,0,0.00012384667781286768,5.5450815126982364e-05
awesome	1,0,0.00012384667781286768,5.5450815126982364e-05
axel	2,0,0.0001857700167193015,5.5450815126982364e-05
azurix	10,0,0.0006811567279707721,5.5450815126982364e-05
baby	0,2,6.192333890643384e-05,0.0001663524453809471
background	2,7,0.0001857700167193015,0.0004436065210158589
backup	2,0,0.0001857700167193015,5.5450815126982364e-05
bade	0,1,6.192333890643384e-05,0.00011090163025396473
baggage	0,1,6.192333890643384e-05,0.00011090163025396473
bail	2,0,0.0001857700167193015,5.5450815126982364e-05
banging	0,1,6.192333890643384e-05,0.00011090163025396473
banker	2,0,0.0001857700167193015,5.5450815126982364e-05
bannerco	0,3,6.192333890643384e-05,0.00022180326050792945
bar	0,1,6.192333890643384e-05,0.00011090163025396473
barely	0,1,6.192333890643384e-05,0.00011090163025396473
base	0,1,6.192333890643384e-05,0.00011090163025396473
basically	0,1,6.192333890643384e-05,0.00011090163025396473
bd	0,5,6.192333890643384e-05,0.0003327048907618942
bdf	0,1,6.192333890643384e-05,0.00011090163025396473
beard	0,1,6.192333890643384e-05,0.00011090163025396473
beck	3,0,0.00024769335562573535,5.5450815126982364e-05
bedfellow	0,1,6.192333890643384e-05,0.00011090163025396473
beds	0,3,6.192333890643384e-05,0.00022180326050792945
before	7,11,0.0004953867112514707,0.0006654097815237884
beginning	1,3,0.00012384667781286768,0.00022180326050792945
believable	0,2,6.192333890643384e-05,0.0001663524453809471
believe	5,6,0.000371540033438603,0.0003881557058888766
below	6,7,0.00043346337234503684,0.0004436065210158589
bendickson	0,2,6.192333890643384e-05,0.0001663524453809471
benedicta	0,2,6.192333890643384e-05,0.0001663524453809471
benson	0,1,6.192333890643384e-05,0.00011090163025396473
beware	0,1,6.192333890643384e-05,0.00011090163025396473
bid	1,0,0.00012384667781286768,5.5450815126982364e-05
big	3,6,0.00024769335562573535,0.0003881557058888766
biggest	0,1,6.192333890643384e-05,0.00011090163025396473
bills	2,0,0.0001857700167193015,5.5450815126982364e-05
biwven	0,1,6.192333890643384e-05,0.00011090163025396473
bless	0,2,6.192333890643384e-05,0.0001663524453809471
blessed	0,2,6.192333890643384e-05,0.0001663524453809471
blood	0,1,6.192333890643384e-05,0.00011090163025396473
bmf	0,1,6.192333890643384e-05,0.00011090163025396473
bodies	0,1,6.192333890643384e-05,0.00011090163025396473
bold	0,2,6.192333890643384e-05,0.0001663524453809471
bombs	0,1,6.192333890643384e-05,0.00011090163025396473
bonds	2,0,0.0001857700167193015,5.5450815126982364e-05
bone	0,1,6.192333890643384e-05,0.00011090163025396473
boosts	0,1,6.192333890643384e-05,0.00011090163025396473
booth	1,0,0.00012384667781286768,5.5450815126982364e-05
booze	0,1,6.192333890643384e-05,0.00011090163025396473
borland	0,1,6.192333890643384e-05,0.00011090163025396473
both	5,7,0.000371540033438603,0.0004436065210158589
boy	0,2,6.192333890643384e-05,0.0001663524453809471
bp	3,0,0.00024769335562573535,5.5450815126982364e-05
brainstorm	1,0,0.00012384667781286768,5.5450815126982364e-05
brand	0,1,6.192333890643384e-05,0.00011090163025396473
branded	0,1,6.192333890643384e-05,0.00011090163025396473
branding	0,1,6.192333890643384e-05,0.00011090163025396473
breath	0,4,6.192333890643384e-05,0.00027725407563491185
bredd	1,0,0.00012384667781286768,5.5450815126982364e-05
brings	2,2,0.0001857700167193015,0.0001663524453809471
broker	0,1,6.192333890643384e-05,0.00011090163025396473
brown	1,2,0.00012384667781286768,0.0001663524453809471
bryan	1,0,0.00012384667781286768,5.5450815126982364e-05
buchsbaum	1,0,0.00012384667781286768,5.5450815126982364e-05
build	0,5,6.192333890643384e-05,0.0003327048907618942
building	3,2,0.00024769335562573535,0.0001663524453809471
bullet	0,5,6.192333890643384e-05,0.0003327048907618942
bulleted	0,2,6.192333890643384e-05,0.0001663524453809471
burton	6,0,0.00043346337234503684,5.5450815126982364e-05
bus	2,1,0.0001857700167193015,0.00011090163025396473
business	20,20,0.0013003901170351106,0.0011644671176666297
businesses	0,4,6.192333890643384e-05,0.00027725407563491185
businessopps	0,1,6.192333890643384e-05,0.00011090163025396473
bussell	1,0,0.00012384667781286768,5.5450815126982364e-05
butler	1,0,0.00012384667781286768,5.5450815126982364e-05
buy	1,3,0.00012384667781286768,0.00022180326050792945
buybacks	1,0,0.00012384667781286768,5.5450815126982364e-05
buying	1,0,0.00012384667781286768,5.5450815126982364e-05
by	52,57,0.0032819369620409934,0.0032161472773649773
c	5,10,0.000371540033438603,0.0006099589663968061
caboose	0,1,6.192333890643384e-05,0.00011090163025396473
calamity	0,2,6.192333890643384e-05,0.0001663524453809471
calpine	3,0,0.00024769335562573535,5.5450815126982364e-05
camp	7,0,0.0004953867112514707,5.5450815126982364e-05
can	30,49,0.0019196235060994489,0.0027725407563491183
canada	4,0,0.00030961669453216916,5.5450815126982364e-05
cano	0,1,6.192333890643384e-05,0.00011090163025396473
capacity	2,0,0.0001857700167193015,5.5450815126982364e-05
capitalize	0,1,6.192333890643384e-05,0.00011090163025396473
cards	1,4,0.00012384667781286768,0.00027725407563491185
care	2,5,0.0001857700167193015,0.0003327048907618942
careful	0,1,6.192333890643384e-05,0.00011090163025396473
cat	0,2,6.192333890643384e-05,0.0001663524453809471
catalyze	2,0,0.0001857700167193015,5.5450815126982364e-05
catchy	0,1,6.192333890643384e-05,0.00011090163025396473
caught	0,1,6.192333890643384e-05,0.00011090163025396473
cc	37,0,0.002353086878444486,5.5450815126982364e-05
cellulite	0,1,6.192333890643384e-05,0.00011090163025396473
cemented	0,1,6.192333890643384e-05,0.00011090163025396473
cent	1,0,0.00012384667781286768,5.5450815126982364e-05
ceos	0,1,6.192333890643384e-05,0.00011090163025396473
cernosek	1,0,0.00012384667781286768,5.5450815126982364e-05
cha	0,1,6.192333890643384e-05,0.00011090163025396473
chambers	1,0,0.00012384667781286768,5.5450815126982364e-05
changed	0,1,6.192333890643384e-05,0.00011090163025396473
changes	4,0,0.00030961669453216916,5.5450815126982364e-05
changing	0,1,6.192333890643384e-05,0.00011090163025396473
channel	0,1,6.192333890643384e-05,0.00011090163025396473
char	0,1,6.192333890643384e-05,0.00011090163025396473
charge	3,5,0.00024769335562573535,0.0003327048907618942
chartroom	0,1,6.192333890643384e-05,0.00011090163025396473
charts	2,0,0.0001857700167193015,5.5450815126982364e-05
chatham	1,0,0.00012384667781286768,5.5450815126982364e-05
cheap	0,1,6.192333890643384e-05,0.00011090163025396473
check	1,1,0.00012384667781286768,0.00011090163025396473
checking	1,3,0.00012384667781286768,0.00022180326050792945
chewing	0,2,6.192333890643384e-05,0.0001663524453809471
child	0,3,6.192333890643384e-05,0.00022180326050792945
chinese	0,1,6.192333890643384e-05,0.00011090163025396473
chip	0,1,6.192333890643384e-05,0.00011090163025396473
chisholm	0,1,6.192333890643384e-05,0.00011090163025396473
cholesterol	0,1,6.192333890643384e-05,0.00011090163025396473
chris	1,0,0.00012384667781286768,5.5450815126982364e-05
christine	1,0,0.00012384667781286768,5.5450815126982364e-05
chunk	1,0,0.00012384667781286768,5.5450815126982364e-05
cigars	0,1,6.192333890643384e-05,0.00011090163025396473
cinergy	1,0,0.00012384667781286768,5.5450815126982364e-05
citizens	0,2,6.192333890643384e-05,0.0001663524453809471
city	0,5,6.192333890643384e-05,0.0003327048907618942
civilizirano	0,1,6.192333890643384e-05,0.00011090163025396473
ckgby	0,1,6.192333890643384e-05,0.00011090163025396473
ckily	0,1,6.192333890643384e-05,0.00011090163025396473
claims	0,2,6.192333890643384e-05,0.0001663524453809471
clare	1,0,0.00012384667781286768,5.5450815126982364e-05
clarification	1,0,0.00012384667781286768,5.5450815126982364e-05
clark	1,0,0.00012384667781286768,5.5450815126982364e-05
class	0,2,6.192333890643384e-05,0.0001663524453809471
classes	1,0,0.00012384667781286768,5.5450815126982364e-05
classic	0,1,6.192333890643384e-05,0.00011090163025396473
clear	2,7,0.0001857700167193015,0.0004436065210158589
clearing	0,1,6.192333890643384e-05,0.00011090163025396473
clem	1,0,0.00012384667781286768,5.5450815126982364e-05
clemons	0,1,6.192333890643384e-05,0.00011090163025396473
client	1,0,0.00012384667781286768,5.5450815126982364e-05
clinging	0,1,6.192333890643384e-05,0.00011090163025396473
close	3,1,0.00024769335562573535,0.00011090163025396473
closure	0,1,6.192333890643384e-05,0.00011090163025396473
clu	0,1,6.192333890643384e-05,0.00011090163025396473
cmenergy	1,0,0.00012384667781286768,5.5450815126982364e-05
co	3,2,0.00024769335562573535,0.0001663524453809471
coaching	1,0,0.00012384667781286768,5.5450815126982364e-05
coastenergy	1,0,0.00012384667781286768,5.5450815126982364e-05
cohen	0,1,6.192333890643384e-05,0.00011090163025396473
coleman	1,0,0.00012384667781286768,5.5450815126982364e-05
colloquy	0,1,6.192333890643384e-05,0.00011090163025396473
color	18,1,0.001176543439222243,0.00011090163025396473
colored	2,0,0.0001857700167193015,5.5450815126982364e-05
colour	0,1,6.192333890643384e-05,0.00011090163025396473
combo	0,1,6.192333890643384e-05,0.00011090163025396473
comclick	0,1,6.192333890643384e-05,0.00011090163025396473
come	5,7,0.000371540033438603,0.0004436065210158589
commenced	1,0,0.00012384667781286768,5.5450815126982364e-05
commentaries	0,1,6.192333890643384e-05,0.00011090163025396473
comments	0,5,6.192333890643384e-05,0.0003327048907618942
commission	1,1,0.00012384667781286768,0.00011090163025396473
commodity	6,1,0.00043346337234503684,0.00011090163025396473
communicate	2,0,0.0001857700167193015,5.5450815126982364e-05
communication	5,3,0.000371540033438603,0.00022180326050792945
communities	3,0,0.00024769335562573535,5.5450815126982364e-05
company	7,8,0.0004953867112514707,0.0004990573361428413
compared	0,1,6.192333890643384e-05,0.00011090163025396473
compensation	2,0,0.0001857700167193015,5.5450815126982364e-05
competing	1,0,0.00012384667781286768,5.5450815126982364e-05
completed	1,1,0.00012384667781286768,0.00011090163025396473
completely	0,2,6.192333890643384e-05,0.0001663524453809471
completing	1,0,0.00012384667781286768,5.5450815126982364e-05
computer	0,6,6.192333890643384e-05,0.0003881557058888766
concern	1,0,0.00012384667781286768,5.5450815126982364e-05
concerning	3,4,0.00024769335562573535,0.00027725407563491185
concluding	0,2,6.192333890643384e-05,0.0001663524453809471
confirmations	4,0,0.00030961669453216916,5.5450815126982364e-05
confuses	0,1,6.192333890643384e-05,0.00011090163025396473
confusing	0,1,6.192333890643384e-05,0.00011090163025396473
congratulations	3,0,0.00024769335562573535,5.5450815126982364e-05
connie	1,0,0.00012384667781286768,5.5450815126982364e-05
conscience	0,1,6.192333890643384e-05,0.00011090163025396473
consider	3,1,0.00024769335562573535,0.00011090163025396473
considered	0,1,6.192333890643384e-05,0.00011090163025396473
consistent	1,0,0.00012384667781286768,5.5450815126982364e-05
consisting	0,1,6.192333890643384e-05,0.00011090163025396473
consolidation	2,1,0.0001857700167193015,0.00011090163025396473
construction	1,0,0.00012384667781286768,5.5450815126982364e-05
consumer	3,0,0.00024769335562573535,5.5450815126982364e-05
continued	1,2,0.00012384667781286768,0.0001663524453809471
continues	2,1,0.0001857700167193015,0.00011090163025396473
continuing	1,0,0.00012384667781286768,5.5450815126982364e-05
conversations	1,0,0.00012384667781286768,5.5450815126982364e-05
convincible	0,1,6.192333890643384e-05,0.00011090163025396473
cool	3,0,0.00024769335562573535,5.5450815126982364e-05
coordinating	1,0,0.00012384667781286768,5.5450815126982364e-05
copartnery	0,1,6.192333890643384e-05,0.00011090163025396473
coreldraw	0,2,6.192333890643384e-05,0.0001663524453809471
corey	0,1,6.192333890643384e-05,0.00011090163025396473
cornet	0,1,6.192333890643384e-05,0.00011090163025396473
corporate	7,1,0.0004953867112514707,0.00011090163025396473
corporation	2,2,0.0001857700167193015,0.0001663524453809471
correction	1,1,0.00012384667781286768,0.00011090163025396473
cost	4,3,0.00030961669453216916,0.00022180326050792945
costed	0,1,6.192333890643384e-05,0.00011090163025396473
cotroneo	1,0,0.00012384667781286768,5.5450815126982364e-05
cough	0,1,6.192333890643384e-05,0.00011090163025396473
couple	0,2,6.192333890643384e-05,0.0001663524453809471
course	0,8,6.192333890643384e-05,0.0004990573361428413
courtesy	0,1,6.192333890643384e-05,0.00011090163025396473
cover	1,0,0.00012384667781286768,5.5450815126982364e-05
cowry	0,1,6.192333890643384e-05,0.00011090163025396473
craft	0,1,6.192333890643384e-05,0.00011090163025396473
crawled	0,1,6.192333890643384e-05,0.00011090163025396473
creativity	1,0,0.00012384667781286768,5.5450815126982364e-05
credi	0,1,6.192333890643384e-05,0.00011090163025396473
creditors	2,1,0.0001857700167193015,0.00011090163025396473
credits	1,0,0.00012384667781286768,5.5450815126982364e-05
critical	9,0,0.0006192333890643383,5.5450815126982364e-05
critique	0,1,6.192333890643384e-05,0.00011090163025396473
crowd	0,2,6.192333890643384e-05,0.0001663524453809471
cst	1,0,0.00012384667781286768,5.5450815126982364e-05
cultural	1,0,0.00012384667781286768,5.5450815126982364e-05
cures	0,1,6.192333890643384e-05,0.00011090163025396473
curio	0,1,6.192333890643384e-05,0.00011090163025396473
current	4,4,0.00030961669453216916,0.00027725407563491185
customer	1,15,0.00012384667781286768,0.0008872130420317178
daily	2,1,0.0001857700167193015,0.00011090163025396473
damorgarjr	0,1,6.192333890643384e-05,0.00011090163025396473
daniel	2,0,0.0001857700167193015,5.5450815126982364e-05
daren	7,0,0.0004953867112514707,5.5450815126982364e-05
darren	2,0,0.0001857700167193015,5.5450815126982364e-05
date	2,0,0.0001857700167193015,5.5450815126982364e-05
dawn	0,1,6.192333890643384e-05,0.00011090163025396473
day	9,8,0.0006192333890643383,0.0004990573361428413
dcoit	0,1,6.192333890643384e-05,0.00011090163025396473
de	0,2,6.192333890643384e-05,0.0001663524453809471
deadline	2,4,0.0001857700167193015,0.00027725407563491185
dean	0,1,6.192333890643384e-05,0.00011090163025396473
dec	6,0,0.00043346337234503684,5.5450815126982364e-05
decision	1,0,0.00012384667781286768,5.5450815126982364e-05
deficient	0,1,6.192333890643384e-05,0.00011090163025396473
delainey	5,0,0.000371540033438603,5.5450815126982364e-05
delays	1,0,0.00012384667781286768,5.5450815126982364e-05
delegating	1,0,0.00012384667781286768,5.5450815126982364e-05
delete	7,1,0.0004953867112514707,0.00011090163025396473
deliver	1,0,0.00012384667781286768,5.5450815126982364e-05
delivered	3,2,0.00024769335562573535,0.0001663524453809471
deliveries	1,0,0.00012384667781286768,5.5450815126982364e-05
delivering	1,0,0.00012384667781286768,5.5450815126982364e-05
delphi	0,1,6.192333890643384e-05,0.00011090163025396473
delux	0,1,6.192333890643384e-05,0.00011090163025396473
density	0,1,6.192333890643384e-05,0.00011090163025396473
depending	1,1,0.00012384667781286768,0.00011090163025396473
dept	1,0,0.00012384667781286768,5.5450815126982364e-05
described	0,1,6.192333890643384e-05,0.00011090163025396473
description	1,1,0.00012384667781286768,0.00011090163025396473
desire	0,2,6.192333890643384e-05,0.0001663524453809471
desk	8,3,0.0005573100501579045,0.00022180326050792945
desktop	0,1,6.192333890643384e-05,0.00011090163025396473
desperate	0,1,6.192333890643384e-05,0.00011090163025396473
despite	1,0,0.00012384667781286768,5.5450815126982364e-05
detail	0,2,6.192333890643384e-05,0.0001663524453809471
detailed	1,2,0.00012384667781286768,0.0001663524453809471
determine	0,1,6.192333890643384e-05,0.00011090163025396473
device	0,1,6.192333890643384e-05,0.00011090163025396473
dfelsinger	1,0,0.00012384667781286768,5.5450815126982364e-05
diamond	0,1,6.192333890643384e-05,0.00011090163025396473
diane	1,0,0.00012384667781286768,5.5450815126982364e-05
dictating	0,1,6.192333890643384e-05,0.00011090163025396473
different	3,2,0.00024769335562573535,0.0001663524453809471
difficult	1,3,0.00012384667781286768,0.00022180326050792945
directly	4,0,0.00030961669453216916,5.5450815126982364e-05
disagreement	1,0,0.00012384667781286768,5.5450815126982364e-05
disappointed	0,1,6.192333890643384e-05,0.00011090163025396473
disclosed	0,2,6.192333890643384e-05,0.0001663524453809471
discoount	0,1,6.192333890643384e-05,0.00011090163025396473
discoouunt	0,1,6.192333890643384e-05,0.00011090163025396473
discounted	0,1,6.192333890643384e-05,0.00011090163025396473
discretely	0,1,6.192333890643384e-05,0.00011090163025396473
discussion	8,0,0.0005573100501579045,5.5450815126982364e-05
disparate	1,0,0.00012384667781286768,5.5450815126982364e-05
distance	1,4,0.00012384667781286768,0.00027725407563491185
distort	0,1,6.192333890643384e-05,0.00011090163025396473
district	3,0,0.00024769335562573535,5.5450815126982364e-05
divert	1,0,0.00012384667781286768,5.5450815126982364e-05
diverted	1,0,0.00012384667781286768,5.5450815126982364e-05
divided	1,0,0.00012384667781286768,5.5450815126982364e-05
dmao	1,0,0.00012384667781286768,5.5450815126982364e-05
doctor	0,2,6.192333890643384e-05,0.0001663524453809471
documents	0,3,6.192333890643384e-05,0.00022180326050792945
doesn	0,7,6.192333890643384e-05,0.0004436065210158589
dollars	1,2,0.00012384667781286768,0.0001663524453809471
don	8,20,0.0005573100501579045,0.0011644671176666297
doubts	0,1,6.192333890643384e-05,0.00011090163025396473
dramatic	1,0,0.00012384667781286768,5.5450815126982364e-05
drawn	0,1,6.192333890643384e-05,0.00011090163025396473
drugs	0,2,6.192333890643384e-05,0.0001663524453809471
duck	0,1,6.192333890643384e-05,0.00011090163025396473
due	1,6,0.00012384667781286768,0.0003881557058888766
dunns	1,0,0.00012384667781286768,5.5450815126982364e-05
dutchess	0,1,6.192333890643384e-05,0.00011090163025396473
dvd	0,1,6.192333890643384e-05,0.00011090163025396473
dwr	3,0,0.00024769335562573535,5.5450815126982364e-05
dynamic	2,0,0.0001857700167193015,5.5450815126982364e-05
east	0,1,6.192333890643384e-05,0.00011090163025396473
ecom	0,1,6.192333890643384e-05,0.00011090163025396473
economics	1,0,0.00012384667781286768,5.5450815126982364e-05
economy	0,1,6.192333890643384e-05,0.00011090163025396473
ed	1,0,0.00012384667781286768,5.5450815126982364e-05
edge	1,0,0.00012384667781286768,5.5450815126982364e-05
edison	4,0,0.00030961669453216916,5.5450815126982364e-05
effect	1,1,0.00012384667781286768,0.00011090163025396473
effective	7,3,0.0004953867112514707,0.00022180326050792945
efs	1,0,0.00012384667781286768,5.5450815126982364e-05
egep	1,0,0.00012384667781286768,5.5450815126982364e-05
ego	2,0,0.0001857700167193015,5.5450815126982364e-05
eincomplete	0,1,6.192333890643384e-05,0.00011090163025396473
elbow	0,1,6.192333890643384e-05,0.00011090163025396473
elderly	0,1,6.192333890643384e-05,0.00011090163025396473
elections	1,0,0.00012384667781286768,5.5450815126982364e-05
electric	1,0,0.00012384667781286768,5.5450815126982364e-05
electricity	1,0,0.00012384667781286768,5.5450815126982364e-05
elses	0,2,6.192333890643384e-05,0.0001663524453809471
emeet	1,0,0.00012384667781286768,5.5450815126982364e-05
emerged	0,1,6.192333890643384e-05,0.00011090163025396473
emerging	2,0,0.0001857700167193015,5.5450815126982364e-05
emigrant	0,1,6.192333890643384e-05,0.00011090163025396473
emove	0,1,6.192333890643384e-05,0.00011090163025396473
emphasize	0,1,6.192333890643384e-05,0.00011090163025396473
employee	6,0,0.00043346337234503684,5.5450815126982364e-05
employment	1,0,0.00012384667781286768,5.5450815126982364e-05
enable	0,2,6.192333890643384e-05,0.0001663524453809471
encompassing	1,0,0.00012384667781286768,5.5450815126982364e-05
encouraged	0,2,6.192333890643384e-05,0.0001663524453809471
endless	0,1,6.192333890643384e-05,0.00011090163025396473
ends	1,0,0.00012384667781286768,5.5450815126982364e-05
eneric	0,1,6.192333890643384e-05,0.00011090163025396473
engine	0,1,6.192333890643384e-05,0.00011090163025396473
enhancing	1,0,0.00012384667781286768,5.5450815126982364e-05
enjoy	0,2,6.192333890643384e-05,0.0001663524453809471
enormous	1,0,0.00012384667781286768,5.5450815126982364e-05
enron	116,0,0.0072450306520527585,5.5450815126982364e-05
enrononline	4,0,0.00030961669453216916,5.5450815126982364e-05
enterprise	0,4,6.192333890643384e-05,0.00027725407563491185
enters	0,1,6.192333890643384e-05,0.00011090163025396473
entirely	0,2,6.192333890643384e-05,0.0001663524453809471
entity	2,0,0.0001857700167193015,5.5450815126982364e-05
entries	0,1,6.192333890643384e-05,0.00011090163025396473
environmental	1,0,0.00012384667781286768,5.5450815126982364e-05
envy	0,1,6.192333890643384e-05,0.00011090163025396473
ernest	0,1,6.192333890643384e-05,0.00011090163025396473
errors	0,5,6.192333890643384e-05,0.0003327048907618942
esiear	0,2,6.192333890643384e-05,0.0001663524453809471
essentially	1,0,0.00012384667781286768,5.5450815126982364e-05
eternal	0,1,6.192333890643384e-05,0.00011090163025396473
ethic	1,0,0.00012384667781286768,5.5450815126982364e-05
etringer	2,0,0.0001857700167193015,5.5450815126982364e-05
evaluate	2,0,0.0001857700167193015,5.5450815126982364e-05
evaluation	1,0,0.00012384667781286768,5.5450815126982364e-05
every	0,9,6.192333890643384e-05,0.0005545081512698237
everyday	0,2,6.192333890643384e-05,0.0001663524453809471
exactly	0,4,6.192333890643384e-05,0.00027725407563491185
exaggerate	0,1,6.192333890643384e-05,0.00011090163025396473
examining	0,1,6.192333890643384e-05,0.00011090163025396473
exception	1,0,0.00012384667781286768,5.5450815126982364e-05
excess	0,1,6.192333890643384e-05,0.00011090163025396473
excluding	2,0,0.0001857700167193015,5.5450815126982364e-05
exclusive	0,1,6.192333890643384e-05,0.00011090163025396473
executed	1,0,0.00012384667781286768,5.5450815126982364e-05
executing	2,0,0.0001857700167193015,5.5450815126982364e-05
executive	4,0,0.00030961669453216916,5.5450815126982364e-05
exhibits	0,2,6.192333890643384e-05,0.0001663524453809471
expanse	0,1,6.192333890643384e-05,0.00011090163025396473
experiment	0,1,6.192333890643384e-05,0.00011090163025396473
expired	1,0,0.00012384667781286768,5.5450815126982364e-05
explain	0,2,6.192333890643384e-05,0.0001663524453809471
